Organization legal name or 'doing business as' name,Group PAC ID,State,ACO PC ID 1,ACO Name 1,ACO PC ID 2,ACO Name 2,Participating in PQRS,Measure Identifier,Measure Title,Inverse Measure,Measure Performance Rate,Denominator Count,Star Value,Five Star Benchmark,Footnote,Collection Type,Reported on PC Live Site
SOUTHTOWNS EAR NOSE and THROAT LLP,6204858913,NY,A04423,"Catholic Medical Partners-Accountable Care IPA, Inc.",,,Y,,,,,,,,,,
PERRY COUNTY FAMILY PRACTICE,6204867559,IN,A75055,Indiana Rural ACO,,,Y,,,,,,,,,,
"V.GEORGE ZOCHOWSKI, D.O.,INC.",6204869282,OH,NG448,Trinity Health ACO Inc.,,,Y,,,,,,,,,,
ROBERT J KARL MD LTD,6204871759,NV,A15030,Silver State ACO LLC,,,Y,,,,,,,,,,
ADVANCED MEDICAL CARE LLC,6204875396,MD,A34796,"Maryland Collaborative Care, LLC.",,,Y,,,,,,,,,,
PACKARD HEALTH INC,6204876113,MI,A55185,POM ACO,,,Y,,,,,,,,,,
WILSON COUNTY MEMORIAL HOSPITAL DISTRICT,6204878606,TX,A02219,Texas Rural ACO,,,Y,,,,,,,,,,
"OCEAN VIEW MEDICAL, PC",6204878663,NY,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,100,153,,,,REG,N
"OCEAN VIEW MEDICAL, PC",6204878663,NY,,,,,Y,PQRS_GRP_181_1,Elder Maltreatment Screen and Follow-Up Plan,N,98,52,,,,REG,N
"OCEAN VIEW MEDICAL, PC",6204878663,NY,,,,,Y,PQRS_GRP_182_1,Functional Outcome Assessment,N,99,154,,,,REG,N
"OCEAN VIEW MEDICAL, PC",6204878663,NY,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,96,56,4,100,,REG,Y
THE CENTER FOR AESTHETICS and PLASTIC SURGERY S.C.,6204881600,WI,NG444,ThedaCare ACO LLC,,,Y,,,,,,,,,,
"REPUBLIC COUNTY FAMILY PHYSICIANS, CHTD.",6204882236,KS,A17196,"Aledade Kansas ACO, LLC",,,Y,,,,,,,,,,
"HOWELL PRIMARY CARE, PC",6204882517,NJ,A55446,NJ Physicians ACO LLC,,,Y,,,,,,,,,,
"SHADY GROVE ORTHOPAEDIC ASSOCIATES, P.A.",6204885791,MD,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,5,6433,,,,REG,N
"SHADY GROVE ORTHOPAEDIC ASSOCIATES, P.A.",6204885791,MD,,,,,Y,PQRS_GRP_155_1,Falls: Plan of Care,N,91,43,,,,REG,N
"SHADY GROVE ORTHOPAEDIC ASSOCIATES, P.A.",6204885791,MD,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,92,2837,4,100,,REG,Y
"SHADY GROVE ORTHOPAEDIC ASSOCIATES, P.A.",6204885791,MD,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,1,2552,4,0,,REG,Y
"RUSSELL COUNTY, KENTUCKY HOSPITAL DISTRICT HEALTH FACILITIES CORP",6204887243,KY,,,,,Y,PQRS_GRP_116_1,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,N,100,190,,,,REG,N
"RUSSELL COUNTY, KENTUCKY HOSPITAL DISTRICT HEALTH FACILITIES CORP",6204887243,KY,,,,,Y,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic - First OR Second Generation Cephalosporin,N,30,923,,,,REG,N
"RUSSELL COUNTY, KENTUCKY HOSPITAL DISTRICT HEALTH FACILITIES CORP",6204887243,KY,,,,,Y,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),N,61,23,,,,REG,N
"RUSSELL COUNTY, KENTUCKY HOSPITAL DISTRICT HEALTH FACILITIES CORP",6204887243,KY,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,100,243,5,100,,REG,Y
"RUSSELL COUNTY, KENTUCKY HOSPITAL DISTRICT HEALTH FACILITIES CORP",6204887243,KY,,,,,Y,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,N,43,1650,,,,REG,N
"RUSSELL COUNTY, KENTUCKY HOSPITAL DISTRICT HEALTH FACILITIES CORP",6204887243,KY,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,79,1139,3,100,,REG,Y
CANCER SURGERY SERVICES OF SAINT,6204888712,NJ,A71489,Barnabas Health Care Network,,,Y,,,,,,,,,,
HOWARD J HOCHSTER MD PC,6204891393,NY,P021,Montefiore ACO,,,Y,,,,,,,,,,
SPINNER AND CHUSSID D P M P A,6204904535,FL,NG443,"Baroma Accountable Care, LLC.",,,Y,,,,,,,,,,
PACIFIC REDWOOD MEDICAL SERVICES,6204913767,CA,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,94,497,4,100,,REG,Y
"HERITAGE MEDICAL ASSOCIATES, P.A.",6204916067,DE,A50190,eBrightHealth ACO,,,Y,,,,,,,,,,
"CAREFREE INTERNAL MEDICINE, PC",6204922164,AZ,A60499,Arizona Care Network,,,Y,,,,,,,,,,
EMERGENCY SERVICES OF ZEPHYRHILLS PA,6204924921,FL,,,,,,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,N,98,169,,,,REG,N
"O BARTOLOMEO M.D., S.C.",6204926975,IL,A28708,"Advocate Physician Partners Accountable Care, Inc.",,,Y,,,,,,,,,,
UNITED MEDICAL CLINIC OF DE LLC,6406039965,DE,A20488,UM ACO,,,Y,,,,,,,,,,
"VICTORIA HOSPITALIST ASSOCIATES, LLC",6204927122,TX,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,98,4660,4,100,,REG,Y
"LONG ISLAND INFECTIOUS DISEASE ASSOCIATES, LLP",6204929615,NY,A22038,Northwell Health ACO,,,Y,,,,,,,,,,
ORCHARD MEDICAL ASSOCIATES LLC,6204929938,MA,NG445,"Pioneer Valley Accountable Care, LLC",,,Y,,,,,,,,,,
RADIOLOGY ASSOCIATES OF CORDELE,6204933955,GA,,,,,Y,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N,100,432,,,,REG,N
RADIOLOGY ASSOCIATES OF CORDELE,6204933955,GA,,,,,Y,PQRS_GRP_146_1,"Radiology: Inappropriate Use of ""Probably Benign"" Assessment Category in Mammography Screening",Y,0,2552,,,,REG,N
RADIOLOGY ASSOCIATES OF CORDELE,6204933955,GA,,,,,Y,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,N,99,435,,,,REG,N
RADIOLOGY ASSOCIATES OF CORDELE,6204933955,GA,,,,,Y,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,N,100,2552,,,,REG,N
HARTLAND FAMILY PHYSICIANS PC,6204937360,MI,A76825,Reliance ACO LLC,,,Y,,,,,,,,,,
MANUEL D GONZALEZ MD PA,6204960982,FL,A28160,ACMG,,,Y,,,,,,,,,,
"SOUTHWEST GEORGIA REHAB, INC",6204966740,GA,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,81,237,,,,REG,N
"SOUTHWEST GEORGIA REHAB, INC",6204966740,GA,,,,,Y,PQRS_GRP_154_1,Falls: Risk Assessment,N,98,64,,,,REG,N
"SOUTHWEST GEORGIA REHAB, INC",6204966740,GA,,,,,Y,PQRS_GRP_155_1,Falls: Plan of Care,N,87,61,,,,REG,N
"SOUTHWEST GEORGIA REHAB, INC",6204966740,GA,,,,,Y,PQRS_GRP_182_1,Functional Outcome Assessment,N,100,409,,,,REG,N
MARION PHYSICIAN SERVICES LLC,6204969967,SC,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,84,1252,3,100,,REG,Y
"SOUTH PALM BEACH NEPHROLOGY, PA",6204971245,FL,A67373,"Palm Beach Accountable Care Organization, LLC",,,Y,,,,,,,,,,
"ST VINCENTS MULTISPECIALTY GROUP, INC",6204977218,CT,A63260,WCHN ACO,,,Y,,,,,,,,,,
CAPILI MD PA,6204977788,TX,A07527,"Premier Patient Healthcare, LLC",,,Y,,,,,,,,,,
"RAVI YADAVA, D.O. PC",6204981046,MO,A23513,"SLPA ACO, LLC",,,Y,,,,,,,,,,
MAYA MEDICAL CENTERS SC,6204986912,IL,A28708,"Advocate Physician Partners Accountable Care, Inc.",,,Y,,,,,,,,,,
EYECARE ASSOCIATES OF TEXAS PA,6204998974,TX,A52780,Methodist Alliance for Patients and Physicians,,,Y,,,,,,,,,,
CATAWBA VALLEY MEDICAL GROUP INC,6305007279,NC,A55003,"CHESS MSSP, LLC",,,Y,,,,,,,,,,
SPRING CREEK UROLOGY SPECIALISTS LLC,6305008624,TX,A44499,Baylor St. Luke's Health Network ACO,,,Y,,,,,,,,,,
"INDUS HEALTHCARE, INC.",6305015215,CA,A60023,Advanced Premier Physicians ACO,,,Y,,,,,,,,,,
"FAMILY FIRST HEALTH CARE, PLLC",6305018011,KY,A46075,Southern Kentucky Health Care Alliance,,,Y,,,,,,,,,,
GRANITE ORTHOPAEDICS,6305025669,AZ,A74976,"North Central Arizona Accountable Care, LLC",,,Y,,,,,,,,,,
ALLERGY and ASTHMA CENTER OF ROCHESTER PC,6305025750,MI,A55185,POM ACO,,,Y,,,,,,,,,,
SWEDISH EDMONDS,6305031931,WA,A17898,"Health Connect Partners, LLC",,,Y,,,,,,,,,,
"INTEGRATED DERMATOLOGY OF ENFIELD, LLC",6305061912,CT,,,,,,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,2,143,1,100,,REG,Y
"INTEGRATED DERMATOLOGY OF ENFIELD, LLC",6305061912,CT,,,,,,PQRS_GRP_47_1,Advance Care Plan,N,15,108,1,100,,REG,Y
OPELOUSAS PHYSICIAN SERVICES LLC,6305087032,LA,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,100,859,5,100,,REG,Y
GENE MEDICAL GROUP LLC,6305091497,NJ,A38167,"North Jersey ACO, LLC",,,Y,,,,,,,,,,
SOUTH TEXAS DERMATOLOGY PLLC,6305092859,TX,,,,,Y,PQRS_GRP_137_1,Melanoma: Continuity of Care - Recall System,N,97,293,,,,REG,N
SOUTH TEXAS DERMATOLOGY PLLC,6305092859,TX,,,,,Y,PQRS_GRP_138_1,Melanoma: Coordination of Care,N,79,48,,,,REG,N
SOUTH TEXAS DERMATOLOGY PLLC,6305092859,TX,,,,,Y,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,N,100,277,,,,REG,N
SOUTH TEXAS DERMATOLOGY PLLC,6305092859,TX,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,97,3900,4,100,,REG,Y
SOUTH TEXAS DERMATOLOGY PLLC,6305092859,TX,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,0,3605,5,0,,REG,Y
SOUTH TEXAS DERMATOLOGY PLLC,6305092859,TX,,,,,Y,PQRS_GRP_265_1,Biopsy Follow-Up,N,93,259,,,,REG,N
COORDINATED HEALTH OF GREATER NEW JERSEY LLC,6305155920,NJ,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,5,1365,4,0,,REG,Y
MUNSON HEALTHCARE CADILLAC,6305161514,MI,A55185,POM ACO,,,Y,,,,,,,,,,
CAPS MEDICAL MANAGEMENT LLC,6305730474,FL,A26898,"Accountable Care Options, LLC",,,Y,,,,,,,,,,
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,64,246,3,87,,WI,Y
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,48,248,3,93,,WI,Y
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,65,249,4,84,,WI,Y
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_117_1,Diabetes: Eye Exam - National Quality Strategy,N,26,257,2,80,,WI,Y
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy - Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,61,244,,,,WI,N
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,96,256,5,93,,WI,Y
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,100,1102,,,,WI,N
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,47,250,3,93,,WI,Y
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,80,299,,,,WI,N
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,96,250,,,,WI,N
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,,,,,Y,PQRS_GRP_318_1,Falls: Screening for Future Fall Risk,N,45,248,2,99,,WI,Y
PROVIDENCE HEALTH ALLIANCE,6305731068,TX,A19727,"Care4Texans, LLC",,,Y,,,,,,,,,,
JOEL SHEBOWICH MD PC,6305733718,CO,A73981,"Physician Health Partners, LLC",,,Y,,,,,,,,,,
"COMMUNITY HEALTH SERVICE AGENCY, INC",6305735150,TX,A05247,"Essential Care Partners, LLC",,,Y,,,,,,,,,,
"INTERNAL MEDICINE ASSOCIATES, PA",6305735549,NJ,A74161,Delaware Valley ACO,,,Y,,,,,,,,,,
PRATT MED/SURG DERMATOLOGY ASSOCIATES INC,6305737511,MA,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,15,415,,,,REG,N
PRATT MED/SURG DERMATOLOGY ASSOCIATES INC,6305737511,MA,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,66,292,2,100,,REG,Y
PRATT MED/SURG DERMATOLOGY ASSOCIATES INC,6305737511,MA,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,0,238,5,0,,REG,Y
"GASTROENTEROLOGY ASSOCIATES, PC",6305738808,IA,A91712,"University of Iowa Health Alliance Accountable Care Organization, LLC",,,Y,,,,,,,,,,
EL RIO SANTA CRUZ NEIGHBORHOOD HEALTH CENTER,6305739244,AZ,A60892,"Arizona Connected Care, LLC",,,Y,,,,,,,,,,
CENTRAL VIRGINIA ORTHOPAEDICS and SPORTS MEDICINE,6305742610,VA,A07732,"Mary Washington Health Alliance, LLC.",,,Y,,,,,,,,,,
"MEDICOR ASSOCIATES, INC.",6305743592,NY,A40874,"Chautauqua Region Associated Medical Partners, LLC",,,Y,,,,,,,,,,
JAVIER FLORES MD PA,6305745118,FL,NG443,"Baroma Accountable Care, LLC.",,,Y,,,,,,,,,,
MERITAS HEALTH CORPORATION,6305748153,MO,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,69,10781,3,100,,REG,Y
MERITAS HEALTH CORPORATION,6305748153,MO,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,92,2565,4,100,,REG,Y
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,84,250,4,87,,WI,Y
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,80,265,4,93,,WI,Y
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,40,253,2,84,,WI,Y
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_117_1,Diabetes: Eye Exam - National Quality Strategy,N,30,262,2,80,,WI,Y
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy - Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,82,249,,,,WI,N
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,75,291,4,93,,WI,Y
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,94,1050,,,,WI,N
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,65,249,3,93,,WI,Y
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,86,248,,,,WI,N
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,73,264,,,,WI,N
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,,,,,Y,PQRS_GRP_318_1,Falls: Screening for Future Fall Risk,N,58,248,3,99,,WI,Y
LAKE HEART SPECIALISTS,6305749490,IL,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,92,6624,4,100,,REG,Y
LAKE HEART SPECIALISTS,6305749490,IL,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,87,732,4,100,,REG,Y
DEFIANCE HOSPITAL INC.,6305754557,OH,A06512,"ProMedica Health Network, Inc.",,,Y,,,,,,,,,,
PROVIDENCE HEALTH and SERVICES - OREGON,6305755000,OR,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,93,57,4,100,,REG,Y
PROVIDENCE HEALTH and SERVICES - OREGON,6305755000,OR,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,55,474,3,100,,REG,Y
"WALNUT STREET COMMUNITY HEALTH CENTER, INC.",6305757402,MD,A60310,"THP-Meritus ACO, LLC",,,Y,,,,,,,,,,
YUMA DISTRICT HOSPITAL,6305758830,CO,A61487,Mountain Prairie ACO,,,Y,,,,,,,,,,
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,45,569,3,87,,WI,Y
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,89,613,4,93,,WI,Y
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,80,607,4,84,,WI,Y
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_117_1,Diabetes: Eye Exam - National Quality Strategy,N,88,600,5,80,,WI,Y
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy - Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,79,130,,,,WI,N
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,52,577,2,93,,WI,Y
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,95,3543,,,,WI,N
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,91,558,4,93,,WI,Y
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,79,587,,,,WI,N
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,42,448,,,,WI,N
STRAUB CLINIC and HOSPITAL,6305759754,HI,,,,,Y,PQRS_GRP_318_1,Falls: Screening for Future Fall Risk,N,92,604,4,99,,WI,Y
RONALD H CHOCHINOV MD INC,6305802034,CA,A25380,"Accountable Care Alliance of Ventura, LLC",,,Y,,,,,,,,,,
"SUNCOAST DERMATOLOGY AND SKIN SURGERY CENTER, PA",6305802919,FL,,,,,Y,PQRS_GRP_137_1,Melanoma: Continuity of Care - Recall System,N,100,982,,,,REG,N
"SUNCOAST DERMATOLOGY AND SKIN SURGERY CENTER, PA",6305802919,FL,,,,,Y,PQRS_GRP_138_1,Melanoma: Coordination of Care,N,100,102,,,,REG,N
"SUNCOAST DERMATOLOGY AND SKIN SURGERY CENTER, PA",6305802919,FL,,,,,Y,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,N,100,982,,,,REG,N
"SUNCOAST DERMATOLOGY AND SKIN SURGERY CENTER, PA",6305802919,FL,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,99,12570,4,100,,REG,Y
"SUNCOAST DERMATOLOGY AND SKIN SURGERY CENTER, PA",6305802919,FL,,,,,Y,PQRS_GRP_265_1,Biopsy Follow-Up,N,100,111,,,,REG,N
"SUNCOAST DERMATOLOGY AND SKIN SURGERY CENTER, PA",6305802919,FL,,,,,Y,PQRS_GRP_337_1,Tuberculosis Prevention for Psoriasis and Psoriatic Arthritis Patients on a Biological Immune Response Modifier,N,100,25,,,,REG,N
"LAKE OZARK ANESTHESIA and ASSOCIATES, INC",6305806530,MO,,,,,Y,PQRS_GRP_76_1,Prevention of Central Venous Catheter (CVC)-Related Bloodstream Infections,N,57,167,,,,REG,N
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,OH,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,91,7231,4,100,,REG,Y
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,OH,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,92,242,4,100,,REG,Y
RENAL MEDICAL ASSOCIATES,6305812066,CA,A45848,ApolloMed Accountable Care Organization Inc.,,,Y,,,,,,,,,,
KNOX CLINIC CORP,6305813411,IL,,,,,Y,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use),Y,82,174,,,,REG,N
KNOX CLINIC CORP,6305813411,IL,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,87,529,4,100,,REG,Y
WESTLAKE DERMATOLOGY PA,6305817230,TX,,,,,Y,PQRS_GRP_137_1,Melanoma: Continuity of Care - Recall System,N,13,175,,,,REG,N
WESTLAKE DERMATOLOGY PA,6305817230,TX,,,,,Y,PQRS_GRP_138_1,Melanoma: Coordination of Care,N,3,31,,,,REG,N
WESTLAKE DERMATOLOGY PA,6305817230,TX,,,,,Y,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,N,100,174,,,,REG,N
WESTLAKE DERMATOLOGY PA,6305817230,TX,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,83,3990,3,100,,REG,Y
WESTLAKE DERMATOLOGY PA,6305817230,TX,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,0,3560,5,0,,REG,Y
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,71,252,4,87,,WI,Y
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,83,260,4,93,,WI,Y
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,61,251,3,84,,WI,Y
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_117_1,Diabetes: Eye Exam - National Quality Strategy,N,82,248,5,80,,WI,Y
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy - Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,80,187,,,,WI,N
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,92,276,4,93,,WI,Y
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,98,1316,,,,WI,N
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,98,248,5,93,,WI,Y
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,86,266,,,,WI,N
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,97,249,,,,WI,N
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,NG451,"Beacon Health, LLC",,,Y,PQRS_GRP_318_1,Falls: Screening for Future Fall Risk,N,98,259,4,99,,WI,Y
"JOSEPH L. CHATHAM, M.D. LTD",6305821570,AZ,P029,Banner Health Network,,,Y,,,,,,,,,,
VALLEY UROGYNECOLOGY ASSOCIATES LTD,6305821604,AZ,P029,Banner Health Network,,,Y,,,,,,,,,,
"AMERICA'S FAMILY DOCTORS, PLLC",6305821877,TN,A74604,TP-ACO L.L.C.,,,Y,,,,,,,,,,
